domain,domain_length,subdomain_count,has_suspicious_keywords,A_record_count,ttl_avg,has_multiple_A_records,CNAME_count,MX_count,NS_count,TXT_count,has_AAAA,symbol_ratio,whois_days_to_expire,whois_success
huawei.com,10.0,0.0,0.0,1.0,600.0,0.0,0.0,4.0,4.0,9.0,1.0,1.0,477.0,1.0
salesforceliveagent.com,23.0,0.0,0.0,4.0,129.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,148.0,1.0
mikrotik.com,12.0,0.0,0.0,1.0,68609.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,148.0,1.0
foxnews.com,11.0,0.0,0.0,1.0,2738.0,0.0,0.0,2.0,8.0,11.0,0.0,1.0,2098.0,1.0
nasa.gov,8.0,0.0,0.0,1.0,518.0,0.0,0.0,1.0,6.0,21.0,1.0,1.0,313.0,1.0
yahoo.co.jp,11.0,1.0,0.0,18.0,59.0,1.0,0.0,4.0,4.0,2.0,0.0,2.0,-1.0,0.0
tp-link.com,11.0,0.0,0.0,4.0,39.0,1.0,0.0,1.0,4.0,8.0,1.0,2.0,372.0,1.0
ys7.com,7.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1230.0,1.0
duckdns.org,11.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,1300.0,1.0
xhamster.com,12.0,0.0,0.0,2.0,101.0,1.0,0.0,5.0,2.0,5.0,1.0,1.0,558.0,1.0
walmart.com,11.0,0.0,0.0,1.0,20.0,0.0,0.0,2.0,12.0,27.0,0.0,1.0,368.0,1.0
rambler.ru,10.0,0.0,0.0,3.0,300.0,1.0,0.0,1.0,4.0,7.0,0.0,1.0,314.0,1.0
aliexpress.com,14.0,0.0,0.0,2.0,305.0,1.0,0.0,1.0,2.0,11.0,0.0,1.0,1669.0,1.0
indexww.com,11.0,0.0,0.0,2.0,86.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,282.0,1.0
ok.ru,5.0,0.0,0.0,3.0,121.0,1.0,0.0,1.0,3.0,21.0,0.0,1.0,71.0,1.0
npr.org,7.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,26.0,0.0,1.0,812.0,1.0
xboxlive.com,12.0,0.0,0.0,5.0,19.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,60.0,1.0
consultant.ru,13.0,0.0,0.0,2.0,407.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,102.0,1.0
quora.com,9.0,0.0,0.0,5.0,60.0,1.0,0.0,5.0,4.0,17.0,0.0,1.0,190.0,1.0
google.co.uk,12.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,146.0,1.0
duckduckgo.com,14.0,0.0,0.0,1.0,156.0,0.0,0.0,1.0,8.0,11.0,0.0,1.0,275.0,1.0
eventbrite.com,14.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,30.0,0.0,1.0,127.0,1.0
globo.com,9.0,0.0,0.0,1.0,1547.0,0.0,0.0,1.0,4.0,749.0,0.0,1.0,91.0,1.0
naver.com,9.0,0.0,0.0,4.0,55.0,1.0,0.0,6.0,2.0,5.0,0.0,1.0,2547.0,1.0
statista.com,12.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,16.0,0.0,1.0,98.0,1.0
att.net,7.0,0.0,0.0,2.0,160.0,1.0,0.0,1.0,4.0,7.0,0.0,1.0,82.0,1.0
telegram.org,12.0,0.0,0.0,1.0,119.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,2276.0,1.0
amazon.de,9.0,0.0,0.0,3.0,60.0,1.0,0.0,1.0,8.0,23.0,0.0,1.0,-1.0,0.0
hichina.com,11.0,0.0,0.0,1.0,280.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1676.0,1.0
ngenix.net,10.0,0.0,0.0,10.0,30.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,604.0,1.0
teamviewer.com,14.0,0.0,0.0,1.0,76906.0,0.0,0.0,2.0,5.0,29.0,1.0,1.0,1.0,1.0
mediatek.com,12.0,0.0,0.0,1.0,28.0,0.0,0.0,2.0,6.0,10.0,0.0,1.0,713.0,1.0
ring.com,8.0,0.0,0.0,3.0,60.0,1.0,0.0,1.0,4.0,27.0,0.0,1.0,181.0,1.0
notamedia.ru,12.0,0.0,0.0,1.0,600.0,0.0,0.0,1.0,6.0,5.0,0.0,1.0,159.0,1.0
elasticbeanstalk.com,20.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,106.0,1.0
kwai-pro.com,12.0,0.0,0.0,2.0,4352.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,440.0,1.0
telegram.me,11.0,0.0,0.0,1.0,91.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,-1.0,0.0
t-mobile.com,12.0,0.0,0.0,1.0,47.0,0.0,0.0,1.0,14.0,60.0,0.0,2.0,114.0,1.0
force.com,9.0,0.0,0.0,8.0,14.0,1.0,0.0,2.0,6.0,5.0,0.0,1.0,242.0,1.0
360yield.com,12.0,0.0,0.0,3.0,60.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,254.0,1.0
firetvcaptiveportal.com,23.0,0.0,0.0,8.0,52.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,173.0,1.0
yandex.com,10.0,0.0,0.0,3.0,88.0,1.0,0.0,1.0,2.0,6.0,1.0,1.0,367.0,1.0
wired.com,9.0,0.0,0.0,4.0,3600.0,1.0,0.0,5.0,4.0,25.0,0.0,1.0,59.0,1.0
gitlab.com,10.0,0.0,0.0,1.0,294.0,0.0,0.0,5.0,2.0,25.0,1.0,1.0,117.0,1.0
g.page,6.0,0.0,0.0,1.0,290.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,-1.0,0.0
mega.co.nz,10.0,1.0,0.0,2.0,600.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,-1.0,0.0
speedtest.net,13.0,0.0,0.0,4.0,13090.0,1.0,0.0,4.0,4.0,7.0,1.0,1.0,2469.0,1.0
usatoday.com,12.0,0.0,0.0,1.0,382.0,0.0,0.0,1.0,8.0,18.0,0.0,1.0,221.0,1.0
hicloud.com,11.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,-1.0,0.0
time.com,8.0,0.0,0.0,4.0,561.0,1.0,0.0,5.0,4.0,27.0,0.0,1.0,423.0,1.0
kwai.net,8.0,0.0,0.0,1.0,1396.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1475.0,1.0
timeweb.ru,10.0,0.0,0.0,1.0,600.0,0.0,0.0,2.0,4.0,9.0,1.0,1.0,202.0,1.0
addtoany.com,12.0,0.0,0.0,2.0,212.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,170.0,1.0
cornell.edu,11.0,0.0,0.0,6.0,86363.0,1.0,0.0,1.0,5.0,11.0,0.0,1.0,1044.0,1.0
calendly.com,12.0,0.0,0.0,2.0,26.0,1.0,0.0,5.0,2.0,42.0,1.0,1.0,524.0,1.0
netease.com,11.0,0.0,0.0,1.0,600.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,930.0,1.0
paloaltonetworks.com,20.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,6.0,145.0,0.0,1.0,153.0,1.0
steamcommunity.com,18.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,6.0,2.0,0.0,1.0,614.0,1.0
verisign.com,12.0,0.0,0.0,2.0,36.0,1.0,0.0,6.0,4.0,14.0,1.0,1.0,3175.0,1.0
eset.com,8.0,0.0,0.0,2.0,86223.0,1.0,0.0,2.0,4.0,11.0,0.0,1.0,209.0,1.0
mysql.com,9.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,160.0,1.0
scribd.com,10.0,0.0,0.0,4.0,600.0,1.0,0.0,2.0,4.0,23.0,0.0,1.0,369.0,1.0
sophos.com,10.0,0.0,0.0,2.0,20.0,1.0,0.0,2.0,6.0,47.0,0.0,1.0,150.0,1.0
avsxappcaptiveportal.com,24.0,0.0,0.0,8.0,14.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,224.0,1.0
indiatimes.com,14.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,61.0,1.0
mayoclinic.org,14.0,0.0,0.0,1.0,611.0,0.0,0.0,4.0,8.0,13.0,0.0,1.0,141.0,1.0
ft.com,6.0,0.0,0.0,4.0,3600.0,1.0,0.0,5.0,4.0,38.0,0.0,1.0,69.0,1.0
erome.com,9.0,0.0,0.0,8.0,45.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,3202.0,1.0
intel.com,9.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,42.0,0.0,1.0,186.0,1.0
ietf.org,8.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,172.0,1.0
cnet.com,8.0,0.0,0.0,1.0,76152.0,0.0,0.0,1.0,4.0,30.0,0.0,1.0,1262.0,1.0
wix.com,7.0,0.0,0.0,1.0,2068.0,0.0,0.0,5.0,4.0,56.0,0.0,1.0,1330.0,1.0
icloud-content.com,18.0,0.0,0.0,1.0,979.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,37.0,1.0
vkontakte.ru,12.0,0.0,0.0,6.0,900.0,1.0,0.0,1.0,4.0,6.0,0.0,1.0,10.0,1.0
shein.com,9.0,0.0,0.0,2.0,13.0,1.0,0.0,2.0,4.0,15.0,0.0,1.0,846.0,1.0
adobe.net,9.0,0.0,0.0,1.0,21600.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,164.0,1.0
google.com.hk,13.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,-1.0,0.0
media.net,9.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,3.0,4.0,0.0,1.0,176.0,1.0
apnews.com,10.0,0.0,0.0,2.0,11.0,1.0,0.0,1.0,2.0,14.0,1.0,1.0,293.0,1.0
uol.com.br,10.0,1.0,0.0,1.0,37.0,0.0,0.0,1.0,3.0,14.0,1.0,2.0,3137.0,1.0
trendmicro.com,14.0,0.0,0.0,1.0,601.0,0.0,0.0,1.0,6.0,38.0,0.0,1.0,1673.0,1.0
gamepass.com,12.0,0.0,0.0,5.0,2296.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,250.0,1.0
aliyun.com,10.0,0.0,0.0,6.0,300.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1468.0,1.0
xiaomi.net,10.0,0.0,0.0,2.0,533.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,185.0,1.0
nypost.com,10.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,4.0,28.0,0.0,1.0,372.0,1.0
target.com,10.0,0.0,0.0,4.0,309.0,1.0,0.0,2.0,4.0,18.0,0.0,1.0,832.0,1.0
blogger.com,11.0,0.0,0.0,1.0,300.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,274.0,1.0
plesk.com,9.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,20.0,1.0,1.0,264.0,1.0
surveymonkey.com,16.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,28.0,0.0,1.0,412.0,1.0
ca.gov,6.0,0.0,0.0,1.0,55.0,0.0,0.0,1.0,2.0,35.0,1.0,1.0,346.0,1.0
google.ca,9.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,219.0,1.0
virtualearth.net,16.0,0.0,0.0,1.0,2433.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,283.0,1.0
visualstudio.com,16.0,0.0,0.0,2.0,2027.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,179.0,1.0
gccdn.net,9.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,354.0,1.0
squarespace.com,15.0,0.0,0.0,4.0,300.0,1.0,0.0,7.0,8.0,28.0,0.0,1.0,551.0,1.0
fast.com,8.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,324.0,1.0
google.fr,9.0,0.0,0.0,1.0,42.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,100.0,1.0
sentinelone.net,15.0,0.0,0.0,1.0,300.0,0.0,0.0,5.0,4.0,4.0,0.0,1.0,255.0,1.0
deepl.com,9.0,0.0,0.0,2.0,35.0,1.0,0.0,1.0,2.0,14.0,1.0,1.0,214.0,1.0
docker.com,10.0,0.0,0.0,1.0,149.0,0.0,0.0,5.0,4.0,25.0,1.0,1.0,127.0,1.0
rakuten.co.jp,13.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,6.0,14.0,0.0,2.0,-1.0,0.0
onetrust.com,12.0,0.0,0.0,2.0,143.0,1.0,0.0,2.0,2.0,44.0,1.0,1.0,114.0,1.0
ted.com,7.0,0.0,0.0,2.0,60.0,1.0,0.0,5.0,4.0,6.0,0.0,1.0,47.0,1.0
jquery.com,10.0,0.0,0.0,2.0,57.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,78.0,1.0
rt.ru,5.0,0.0,0.0,1.0,600.0,0.0,0.0,6.0,6.0,6.0,0.0,1.0,133.0,1.0
hotjar.com,10.0,0.0,0.0,4.0,44.0,1.0,0.0,5.0,4.0,28.0,0.0,1.0,125.0,1.0
britannica.com,14.0,0.0,0.0,2.0,60.0,1.0,0.0,0.0,4.0,7.0,0.0,1.0,265.0,1.0
google.co.jp,12.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,-1.0,0.0
buzzfeed.com,12.0,0.0,0.0,4.0,251.0,1.0,0.0,7.0,4.0,19.0,0.0,1.0,321.0,1.0
newsweek.com,12.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,4.0,20.0,0.0,1.0,239.0,1.0
braze.com,9.0,0.0,0.0,2.0,186.0,1.0,0.0,5.0,4.0,25.0,0.0,1.0,3042.0,1.0
okta.com,8.0,0.0,0.0,1.0,252.0,0.0,0.0,2.0,8.0,49.0,0.0,1.0,628.0,1.0
cookiedatabase.org,18.0,0.0,0.0,3.0,300.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0,108.0,1.0
playstation.com,15.0,0.0,0.0,2.0,60.0,1.0,0.0,1.0,4.0,10.0,0.0,1.0,479.0,1.0
amplitude.com,13.0,0.0,0.0,2.0,182.0,1.0,0.0,5.0,4.0,36.0,0.0,1.0,111.0,1.0
loc.gov,7.0,0.0,0.0,2.0,300.0,1.0,0.0,4.0,2.0,9.0,1.0,1.0,289.0,1.0
nflxvideo.net,13.0,0.0,0.0,3.0,263.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,612.0,1.0
yieldmo.com,11.0,0.0,0.0,1.0,21.0,0.0,0.0,5.0,4.0,9.0,0.0,1.0,258.0,1.0
chinamobile.com,15.0,0.0,0.0,1.0,3600.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,2539.0,1.0
merriam-webster.com,19.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,4.0,3.0,1.0,2.0,140.0,1.0
cbsnews.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,6.0,27.0,0.0,1.0,377.0,1.0
mailchimp.com,13.0,0.0,0.0,1.0,20.0,0.0,0.0,2.0,6.0,29.0,0.0,1.0,1378.0,1.0
line.me,7.0,0.0,0.0,1.0,300.0,0.0,0.0,4.0,4.0,3.0,0.0,1.0,-1.0,0.0
samsungapps.com,15.0,0.0,0.0,1.0,186.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,249.0,1.0
sberbank.ru,11.0,0.0,1.0,1.0,3600.0,0.0,0.0,2.0,7.0,20.0,0.0,1.0,307.0,1.0
atlassian.com,13.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,80.0,0.0,1.0,544.0,1.0
licdn.com,9.0,0.0,0.0,1.0,23475.0,0.0,0.0,0.0,8.0,7.0,0.0,1.0,157.0,1.0
lijit.com,9.0,0.0,0.0,4.0,37.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,304.0,1.0
livejournal.com,15.0,0.0,0.0,2.0,600.0,1.0,0.0,1.0,4.0,14.0,0.0,1.0,206.0,1.0
ikea.com,8.0,0.0,0.0,2.0,72.0,1.0,0.0,1.0,2.0,28.0,1.0,1.0,287.0,1.0
rackspace.com,13.0,0.0,0.0,2.0,86400.0,1.0,0.0,1.0,2.0,14.0,0.0,1.0,326.0,1.0
qualtrics.com,13.0,0.0,0.0,2.0,82390.0,1.0,0.0,5.0,8.0,30.0,0.0,1.0,740.0,1.0
nike.com,8.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,4.0,38.0,0.0,1.0,165.0,1.0
free.fr,7.0,0.0,0.0,1.0,388.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,458.0,1.0
cookielaw.org,13.0,0.0,0.0,2.0,300.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,1733.0,1.0
amazontrust.com,15.0,0.0,0.0,4.0,31.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,233.0,1.0
irs.gov,7.0,0.0,0.0,2.0,751.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,317.0,1.0
threads.net,11.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,248.0,1.0
trustpilot.com,14.0,0.0,0.0,3.0,26.0,1.0,0.0,7.0,4.0,16.0,0.0,1.0,282.0,1.0
yelp.com,8.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,8.0,36.0,0.0,1.0,83.0,1.0
quantserve.com,14.0,0.0,0.0,3.0,60.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,272.0,1.0
optimizely.com,14.0,0.0,0.0,1.0,193.0,0.0,0.0,2.0,2.0,66.0,0.0,1.0,112.0,1.0
aboutads.info,13.0,0.0,0.0,3.0,300.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,-1.0,0.0
newrelic.com,12.0,0.0,0.0,4.0,1125.0,1.0,0.0,3.0,8.0,35.0,0.0,1.0,576.0,1.0
fandom.com,10.0,0.0,0.0,2.0,9.0,1.0,0.0,5.0,6.0,23.0,0.0,1.0,384.0,1.0
stackadapt.com,14.0,0.0,0.0,1.0,239.0,0.0,0.0,2.0,4.0,26.0,0.0,1.0,1927.0,1.0
google.co.in,12.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,-1.0,0.0
sina.com.cn,11.0,1.0,0.0,1.0,39.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,1535.0,1.0
fontawesome.com,15.0,0.0,0.0,1.0,19.0,0.0,0.0,5.0,4.0,7.0,0.0,1.0,393.0,1.0
techcrunch.com,14.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,2.0,22.0,1.0,1.0,263.0,1.0
tapad.com,9.0,0.0,0.0,1.0,43.0,0.0,0.0,2.0,4.0,5.0,0.0,1.0,693.0,1.0
dotomi.com,10.0,0.0,0.0,2.0,97.0,1.0,0.0,1.0,8.0,5.0,0.0,1.0,526.0,1.0
google.es,9.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,-1.0,0.0
360safe.com,11.0,0.0,0.0,1.0,300.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,603.0,1.0
ezvizlife.com,13.0,0.0,0.0,2.0,60.0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,1350.0,1.0
anydesk.com,11.0,0.0,0.0,4.0,19.0,1.0,0.0,4.0,2.0,29.0,1.0,1.0,139.0,1.0
wyzecam.com,11.0,0.0,0.0,2.0,67.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,304.0,1.0
pinimg.com,10.0,0.0,0.0,4.0,82.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,615.0,1.0
w3schools.com,13.0,0.0,0.0,2.0,60.0,1.0,0.0,6.0,4.0,4.0,0.0,1.0,181.0,1.0
bidmachine.io,13.0,0.0,0.0,2.0,103.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,-1.0,0.0
warnerbros.com,14.0,0.0,0.0,2.0,60.0,1.0,0.0,1.0,4.0,48.0,0.0,1.0,1763.0,1.0
google.it,9.0,0.0,0.0,1.0,212.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,212.0,1.0
elpais.com,10.0,0.0,0.0,2.0,20.0,1.0,0.0,2.0,6.0,9.0,1.0,1.0,165.0,1.0
dbankcloud.com,14.0,0.0,1.0,2.0,600.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,3120.0,1.0
vivoglobal.com,14.0,0.0,0.0,1.0,479.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,274.0,1.0
brave.com,9.0,0.0,0.0,4.0,28.0,1.0,0.0,5.0,2.0,16.0,1.0,1.0,1457.0,1.0
klaviyo.com,11.0,0.0,0.0,4.0,25.0,1.0,0.0,7.0,4.0,44.0,0.0,1.0,2381.0,1.0
fb.com,6.0,0.0,0.0,1.0,44.0,0.0,0.0,2.0,4.0,13.0,1.0,1.0,3166.0,1.0
xvideos.com,11.0,0.0,0.0,10.0,125.0,1.0,0.0,7.0,6.0,3.0,0.0,1.0,1195.0,1.0
coinmarketcap.com,17.0,0.0,0.0,4.0,20.0,1.0,0.0,5.0,4.0,11.0,0.0,1.0,584.0,1.0
dynatrace.com,13.0,0.0,0.0,2.0,2346.0,1.0,0.0,2.0,10.0,44.0,0.0,1.0,94.0,1.0
maricopa.gov,12.0,0.0,0.0,2.0,1800.0,1.0,0.0,2.0,6.0,31.0,0.0,1.0,340.0,1.0
box.com,7.0,0.0,0.0,1.0,39.0,0.0,0.0,2.0,8.0,26.0,1.0,1.0,514.0,1.0
intercom.io,11.0,0.0,0.0,4.0,18.0,1.0,0.0,7.0,4.0,33.0,0.0,1.0,-1.0,0.0
redhat.com,10.0,0.0,0.0,2.0,165.0,1.0,0.0,2.0,6.0,24.0,0.0,1.0,246.0,1.0
avito.ru,8.0,0.0,0.0,3.0,120.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,260.0,1.0
service.gov.uk,14.0,1.0,0.0,4.0,1469.0,1.0,0.0,0.0,8.0,5.0,0.0,2.0,-1.0,0.0
jotform.com,11.0,0.0,0.0,2.0,149.0,1.0,0.0,5.0,2.0,17.0,1.0,1.0,3337.0,1.0
sapo.pt,7.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,-1.0,0.0
withgoogle.com,14.0,0.0,0.0,6.0,16.0,1.0,0.0,1.0,4.0,6.0,1.0,1.0,58.0,1.0
attn.tv,7.0,0.0,0.0,8.0,5.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,201.0,1.0
investopedia.com,16.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,3.0,17.0,1.0,1.0,307.0,1.0
gdemoideti.ru,13.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,7.0,0.0,1.0,181.0,1.0
prnewswire.com,14.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,12.0,1.0,1.0,231.0,1.0
mlb.com,7.0,0.0,0.0,1.0,3396.0,0.0,0.0,1.0,8.0,24.0,0.0,1.0,40.0,1.0
pendo.io,8.0,0.0,0.0,1.0,60.0,0.0,0.0,5.0,4.0,35.0,0.0,1.0,-1.0,0.0
unesco.org,10.0,0.0,0.0,1.0,14400.0,0.0,0.0,1.0,4.0,13.0,0.0,1.0,527.0,1.0
bitrix24.ru,11.0,0.0,0.0,1.0,120.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,128.0,1.0
gumgum.com,10.0,0.0,0.0,4.0,37.0,1.0,0.0,5.0,4.0,13.0,0.0,1.0,15.0,1.0
nbcnews.com,11.0,0.0,0.0,4.0,180.0,1.0,0.0,4.0,6.0,8.0,0.0,1.0,642.0,1.0
cloudflareinsights.com,22.0,0.0,0.0,2.0,168.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2536.0,1.0
digitalocean.com,16.0,0.0,0.0,2.0,246.0,1.0,0.0,5.0,2.0,29.0,1.0,1.0,1664.0,1.0
washington.edu,14.0,0.0,0.0,4.0,30.0,1.0,0.0,2.0,3.0,7.0,0.0,1.0,678.0,1.0
airbnb.com,10.0,0.0,0.0,2.0,216.0,1.0,0.0,5.0,8.0,31.0,0.0,1.0,318.0,1.0
sagepub.com,11.0,0.0,0.0,1.0,1800.0,0.0,0.0,1.0,4.0,20.0,0.0,1.0,238.0,1.0
miwifi.com,10.0,0.0,0.0,2.0,453.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,154.0,1.0
lemonde.fr,10.0,0.0,0.0,1.0,60.0,0.0,0.0,5.0,4.0,8.0,0.0,1.0,262.0,1.0
everesttech.net,15.0,0.0,0.0,1.0,176.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,188.0,1.0
disqus.com,10.0,0.0,0.0,4.0,3533.0,1.0,0.0,1.0,4.0,5.0,0.0,1.0,77.0,1.0
hbr.org,7.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,19.0,0.0,1.0,74.0,1.0
amazon.in,9.0,0.0,0.0,3.0,60.0,1.0,0.0,1.0,8.0,13.0,0.0,1.0,-1.0,0.0
ya.ru,5.0,0.0,0.0,3.0,551.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,314.0,1.0
people.com,10.0,0.0,0.0,2.0,71.0,1.0,0.0,5.0,3.0,20.0,1.0,1.0,253.0,1.0
appspot.com,11.0,0.0,0.0,6.0,240.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,170.0,1.0
shopee.co.id,12.0,1.0,0.0,1.0,60.0,0.0,0.0,5.0,4.0,7.0,0.0,2.0,-1.0,0.0
life360.com,11.0,0.0,0.0,2.0,60.0,1.0,0.0,9.0,4.0,42.0,0.0,1.0,113.0,1.0
hihonorcloud.com,16.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-1.0,0.0
shopee.com.br,13.0,1.0,0.0,2.0,60.0,1.0,0.0,5.0,4.0,12.0,0.0,2.0,160.0,1.0
mixpanel.com,12.0,0.0,0.0,1.0,225.0,0.0,0.0,5.0,4.0,25.0,0.0,1.0,173.0,1.0
contextweb.com,14.0,0.0,0.0,1.0,147.0,0.0,0.0,5.0,8.0,6.0,0.0,1.0,177.0,1.0
discordapp.com,14.0,0.0,0.0,5.0,62.0,1.0,0.0,5.0,2.0,25.0,0.0,1.0,159.0,1.0
adjust.com,10.0,0.0,0.0,1.0,965.0,0.0,0.0,5.0,8.0,12.0,0.0,1.0,5.0,1.0
rbc.ru,6.0,0.0,0.0,1.0,300.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,314.0,1.0
vivo.com.cn,11.0,1.0,0.0,1.0,475.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1955.0,1.0
typeform.com,12.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,37.0,0.0,1.0,3195.0,1.0
viber.com,9.0,0.0,0.0,2.0,60.0,1.0,0.0,5.0,4.0,20.0,1.0,1.0,1082.0,1.0
pccc.com,8.0,0.0,0.0,1.0,3600.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,160.0,1.0
nikkei.com,10.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,5.0,4.0,1.0,1.0,231.0,1.0
ria.ru,6.0,0.0,0.0,1.0,120.0,0.0,0.0,2.0,2.0,8.0,0.0,1.0,97.0,1.0
