length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,web_traffic,google_index,page_rank
25,17,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,13,13,0,7.0,8.0,0.0,0,0,0,0,0,0,0,-1,5
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,2,2,0,5,4,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,5
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,5
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,-1,3
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,-1,6
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,-1,5
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,4
23,15,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,2,2,0,8,8,0,4.5,4.333333333333333,0.0,0,0,0,0,0,0,0,-1,6
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,0,9,9,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
22,14,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,4,5,3,3,0,6,6,0,4.25,4.0,0.0,0,0,0,0,0,0,0,-1,3
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,0
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,-1,4
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,6
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,6
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,0,9,9,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,7
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0625,0.125,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,4
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3,3,0,11,11,0,6.333333333333333,7.0,0.0,0,0,0,0,0,0,0,-1,7
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,4
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,-1,4
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,5
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,7
24,16,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,0,8,8,0,4.75,4.666666666666667,0.0,0,0,0,0,0,0,0,-1,5
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,-1,4
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,9,9,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
15,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,5,0,3.6666666666666665,3.5,0.0,0,0,0,0,0,0,0,-1,2
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,3,3,0,11,11,0,6.333333333333333,7.0,0.0,0,0,0,0,0,0,0,-1,5
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,2,0,12,12,0,6.333333333333333,7.0,0.0,0,0,0,0,0,0,0,-1,5
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,3,0,3,2,4,4,0,8,8,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,-1,3
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,6
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,3,0,3,2,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,4
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,2,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
21,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,2,2,0,6,6,0,4.0,3.6666666666666665,0.0,0,0,0,0,0,0,0,-1,5
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0625,0.125,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,4
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,8
23,15,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,4,2,2,2,0,8,8,0,4.5,4.333333333333333,0.0,0,0,0,0,0,0,0,-1,6
22,14,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,2,2,0,7,7,0,4.25,4.0,0.0,0,0,0,0,0,0,0,-1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,2,2,0,7,7,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,6
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,1,0,0,-1,4
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,3
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,-1,5
22,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.14285714285714285,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3,3,0,10,10,0,6.0,6.5,0.0,0,0,0,0,0,0,0,-1,3
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.13333333333333333,0,0,0,0,0,1,0,1,0,0,1,0,3,1,4,4,0,10,10,0,6.333333333333333,7.0,0.0,0,0,0,0,0,0,0,-1,3
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,3
22,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,10,10,0,6.0,6.5,0.0,0,0,0,0,0,0,0,-1,4
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,-1,3
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
20,12,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,6,6,0,3.75,3.3333333333333335,0.0,0,0,0,0,0,0,0,-1,5
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,2,0,3,4,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,4
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,9,9,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,5
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,4,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,6
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.08695652173913043,0.13333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3,3,0,11,11,0,6.333333333333333,7.0,0.0,0,0,0,0,0,0,0,-1,5
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,-1,7
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,3,4,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,4
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,4
18,10,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.1111111111111111,0.2,0,0,0,0,1,2,0,0,0,0,1,0,4,1,2,2,0,5,3,0,3.25,2.6666666666666665,0.0,0,0,0,0,0,0,0,-1,5
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,3
21,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,0,5,5,0,4.0,3.6666666666666665,0.0,0,0,0,0,0,0,0,-1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,3
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,4,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,5
22,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.045454545454545456,0.07142857142857142,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4,4,0,9,9,0,6.0,6.5,0.0,0,0,0,0,0,0,0,-1,3
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,-1,4
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.05263157894736842,0.09090909090909091,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,-1,1
22,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,11,11,0,6.0,6.5,0.0,0,0,0,0,0,0,0,-1,6
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,-1,5
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,7
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,5
23,15,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,3,3,0,6,6,0,4.5,4.333333333333333,0.0,0,0,0,0,0,0,0,-1,2
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,0,5,4,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,4
19,11,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,2,2,0,5,4,0,3.5,3.0,0.0,0,0,0,0,0,2,0,-1,5
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,-1,3
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,7,7,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,5
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,4,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,3
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.047619047619047616,0.07692307692307693,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,-1,3
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.1111111111111111,0.2,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,6
26,18,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,2,2,0,15,15,0,7.333333333333333,8.5,0.0,0,0,0,0,0,0,0,-1,5
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,5
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,-1,5
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,9,9,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,5
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,-1,4
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,-1,4
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.06666666666666667,0.14285714285714285,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,-1,5
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,10,10,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,-1,5
20,12,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,2,2,0,5,5,0,3.75,3.3333333333333335,0.0,0,0,0,0,0,0,0,-1,6
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,7
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.058823529411764705,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,-1,5
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,-1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,-1,5
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,-1,4
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,-1,5
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,8,8,0,5.0,5.0,0.0,0,0,0,0,0,0,0,-1,5
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,12,12,0,6.333333333333333,7.0,0.0,0,0,0,0,0,0,0,-1,5
