num_links,num_forms,num_inputs,num_scripts,num_iframes,has_login,num_meta,text_length,has_password_field,has_https_links,external_script_ratio,external_links_ratio,has_sensitive_keywords,num_exclamations,num_uppercase_words,avg_link_length,num_divs,num_images,num_inline_styles,num_css_files,num_external_css,url,error
722.0,1.0,1.0,21.0,0.0,0.0,17.0,22526.0,0.0,1.0,1.0,0.6191135734072022,1.0,44.0,162.0,71.2770083102493,1139.0,262.0,387.0,1.0,1.0,,
33.0,68.0,136.0,41.0,0.0,0.0,18.0,1364.0,0.0,1.0,1.0,0.09090909090909091,1.0,0.0,8.0,26.242424242424242,79.0,3.0,22.0,8.0,8.0,,
274.0,2.0,4.0,27.0,2.0,0.0,16.0,6100.0,0.0,1.0,0.1,0.10218978102189781,1.0,1.0,24.0,18.1981981981982,607.0,73.0,10.0,27.0,3.0,,
325.0,0.0,0.0,19.0,0.0,1.0,17.0,22711.0,0.0,1.0,1.0,0.8676923076923077,1.0,2.0,234.0,32.96604938271605,3942.0,81.0,4032.0,0.0,0.0,,
156.0,0.0,0.0,41.0,1.0,1.0,27.0,5613.0,0.0,1.0,0.1111111111111111,0.04487179487179487,1.0,1.0,39.0,73.89102564102564,153.0,27.0,6.0,4.0,0.0,,
688.0,2.0,1.0,41.0,1.0,1.0,52.0,46606.0,0.0,1.0,0.4838709677419355,0.9738372093023255,1.0,8.0,150.0,83.73691860465117,614.0,298.0,11.0,165.0,0.0,,
196.0,6.0,18.0,9.0,0.0,1.0,27.0,13280.0,1.0,1.0,1.0,0.3979591836734694,1.0,0.0,71.0,43.04615384615385,429.0,16.0,44.0,2.0,2.0,,
42.0,0.0,0.0,4.0,0.0,0.0,3.0,6741.0,0.0,1.0,1.0,0.35714285714285715,0.0,2.0,33.0,28.261904761904763,22.0,0.0,9.0,2.0,2.0,,
5.0,0.0,7.0,16.0,0.0,1.0,3.0,3638.0,1.0,1.0,1.0,0.4,1.0,0.0,29.0,34.4,74.0,15.0,8.0,6.0,6.0,,
358.0,2.0,20.0,32.0,3.0,1.0,23.0,8557.0,0.0,1.0,0.631578947368421,0.16759776536312848,1.0,3.0,230.0,25.43626062322946,519.0,144.0,163.0,3.0,2.0,,
118.0,0.0,0.0,16.0,1.0,0.0,6.0,2789.0,0.0,1.0,0.18181818181818182,0.8813559322033898,0.0,2.0,12.0,50.2803738317757,178.0,36.0,6.0,10.0,0.0,,
299.0,1.0,2.0,53.0,0.0,1.0,47.0,10399.0,0.0,1.0,0.7142857142857143,0.822742474916388,1.0,7.0,89.0,91.81939799331104,1125.0,98.0,390.0,9.0,8.0,,
217.0,1.0,2.0,31.0,1.0,1.0,23.0,12549.0,0.0,1.0,0.36363636363636365,0.35023041474654376,1.0,2.0,117.0,33.65898617511521,272.0,44.0,31.0,10.0,1.0,,
24.0,0.0,0.0,9.0,0.0,0.0,14.0,5334.0,0.0,1.0,0.125,0.041666666666666664,1.0,0.0,26.0,29.375,111.0,18.0,0.0,3.0,0.0,,
320.0,1.0,6.0,30.0,1.0,0.0,22.0,9446.0,0.0,1.0,1.0,0.99375,1.0,18.0,79.0,119.9625,931.0,138.0,302.0,2.0,2.0,,
144.0,0.0,0.0,18.0,1.0,0.0,18.0,3700.0,0.0,1.0,1.0,0.9861111111111112,0.0,0.0,6.0,48.638888888888886,122.0,123.0,3.0,3.0,3.0,,
26.0,0.0,0.0,12.0,0.0,0.0,7.0,972.0,0.0,1.0,0.3333333333333333,0.46153846153846156,0.0,0.0,21.0,41.42307692307692,138.0,26.0,0.0,1.0,0.0,,
75.0,0.0,0.0,9.0,0.0,0.0,9.0,3435.0,0.0,1.0,0.8,0.013333333333333334,0.0,13.0,14.0,27.373333333333335,137.0,94.0,10.0,3.0,2.0,,
17.0,1.0,10.0,6.0,0.0,0.0,4.0,180.0,0.0,1.0,0.0,0.5882352941176471,0.0,0.0,0.0,34.588235294117645,10.0,1.0,11.0,0.0,0.0,,
259.0,1.0,1.0,16.0,0.0,0.0,14.0,20145.0,0.0,1.0,0.25,0.015444015444015444,1.0,24.0,220.0,16.154440154440156,148.0,34.0,1.0,8.0,0.0,,
214.0,2.0,3.0,17.0,0.0,0.0,26.0,7169.0,0.0,1.0,0.2222222222222222,0.8925233644859814,1.0,0.0,32.0,39.304761904761904,586.0,16.0,35.0,4.0,0.0,,
281.0,2.0,8.0,42.0,0.0,0.0,28.0,12790.0,0.0,1.0,0.5,0.3309608540925267,1.0,3.0,68.0,30.90842490842491,225.0,71.0,2.0,6.0,0.0,,
17.0,1.0,10.0,6.0,0.0,0.0,4.0,180.0,0.0,1.0,0.0,0.5882352941176471,0.0,0.0,0.0,34.588235294117645,10.0,1.0,11.0,0.0,0.0,,
3.0,0.0,0.0,3.0,0.0,0.0,2.0,308.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,7.0,1.0,0.0,2.0,0.0,,
89.0,1.0,6.0,34.0,1.0,0.0,43.0,3467.0,0.0,1.0,0.06666666666666667,0.16853932584269662,1.0,0.0,27.0,28.56179775280899,76.0,7.0,4.0,28.0,0.0,,
284.0,0.0,3.0,22.0,2.0,1.0,29.0,8610.0,0.0,1.0,0.0,0.41901408450704225,1.0,0.0,34.0,39.602112676056336,690.0,17.0,30.0,7.0,0.0,,
99.0,4.0,24.0,8.0,1.0,0.0,12.0,7520.0,0.0,1.0,1.0,0.0707070707070707,0.0,2.0,23.0,18.444444444444443,413.0,22.0,52.0,2.0,2.0,,
130.0,0.0,0.0,9.0,0.0,0.0,20.0,2432.0,0.0,1.0,1.0,0.23846153846153847,0.0,0.0,4.0,28.523076923076925,31.0,9.0,0.0,3.0,3.0,,
39.0,0.0,1.0,25.0,0.0,1.0,24.0,966.0,0.0,1.0,0.4,0.9743589743589743,1.0,1.0,0.0,40.53846153846154,75.0,10.0,1.0,10.0,1.0,,
56.0,0.0,2.0,33.0,0.0,0.0,22.0,1501.0,0.0,1.0,1.0,0.23214285714285715,1.0,0.0,17.0,24.12962962962963,89.0,12.0,0.0,5.0,0.0,,
511.0,2.0,8.0,9.0,0.0,1.0,20.0,27781.0,0.0,1.0,1.0,0.6144814090019569,1.0,15.0,65.0,118.93320235756386,1452.0,241.0,88.0,1.0,0.0,,
42.0,0.0,0.0,2.0,0.0,0.0,27.0,7739.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0,90.95238095238095,390.0,23.0,0.0,3.0,0.0,,
153.0,1.0,2.0,25.0,2.0,1.0,15.0,9762.0,0.0,1.0,0.3,0.09803921568627451,1.0,1.0,35.0,21.920529801324502,675.0,46.0,7.0,7.0,4.0,,
388.0,5.0,25.0,30.0,1.0,1.0,18.0,27068.0,1.0,1.0,1.0,0.16237113402061856,1.0,5.0,297.0,24.53994490358127,2001.0,266.0,183.0,2.0,2.0,,
297.0,7.0,111.0,31.0,0.0,1.0,29.0,19587.0,0.0,1.0,0.05263157894736842,0.09090909090909091,1.0,2.0,142.0,38.20677966101695,1097.0,354.0,28.0,19.0,0.0,,
612.0,2.0,1.0,53.0,0.0,0.0,16.0,15069.0,0.0,1.0,0.5777777777777777,0.03431372549019608,1.0,6.0,38.0,34.3,460.0,55.0,97.0,38.0,16.0,,
77.0,1.0,13.0,39.0,0.0,1.0,16.0,3480.0,0.0,1.0,0.9583333333333334,0.7272727272727273,1.0,0.0,25.0,41.43421052631579,268.0,25.0,9.0,27.0,25.0,,
13.0,0.0,0.0,3.0,1.0,0.0,13.0,637.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,21.923076923076923,56.0,0.0,1.0,1.0,1.0,,
81.0,0.0,0.0,17.0,1.0,0.0,24.0,3222.0,0.0,1.0,0.16666666666666666,0.41975308641975306,1.0,0.0,5.0,19.51851851851852,103.0,13.0,87.0,1.0,0.0,,
3.0,0.0,0.0,1.0,0.0,0.0,2.0,599.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,15.0,4.0,2.0,0.0,0.0,,
141.0,0.0,0.0,9.0,0.0,0.0,20.0,2804.0,0.0,1.0,1.0,0.2198581560283688,0.0,0.0,11.0,28.609929078014183,46.0,3.0,0.0,2.0,2.0,,
0.0,0.0,0.0,0.0,0.0,0.0,2.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
83.0,3.0,16.0,19.0,0.0,1.0,11.0,13114.0,0.0,1.0,0.5,0.20481927710843373,1.0,8.0,332.0,42.123456790123456,109.0,7.0,3.0,4.0,1.0,,
80.0,0.0,0.0,31.0,0.0,1.0,21.0,3618.0,0.0,1.0,0.9473684210526315,0.8625,1.0,2.0,23.0,37.2375,305.0,36.0,3.0,21.0,21.0,,
490.0,1.0,3.0,26.0,0.0,1.0,19.0,18355.0,0.0,1.0,1.0,0.9693877551020408,0.0,7.0,108.0,71.38729508196721,1374.0,201.0,6.0,2.0,2.0,,
0.0,0.0,0.0,2.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,,,,,,,,,,,,,,,,,,,,,https://mirtesen.ru,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
84.0,0.0,0.0,7.0,1.0,1.0,20.0,4676.0,0.0,1.0,0.6666666666666666,0.20238095238095238,1.0,1.0,35.0,22.048780487804876,203.0,49.0,74.0,2.0,0.0,,
143.0,2.0,4.0,26.0,0.0,1.0,15.0,9086.0,0.0,1.0,1.0,0.1048951048951049,1.0,14.0,40.0,21.079710144927535,546.0,98.0,58.0,1.0,1.0,,
131.0,0.0,1.0,16.0,0.0,1.0,21.0,1448.0,0.0,1.0,1.0,0.030534351145038167,1.0,0.0,7.0,92.66037735849056,208.0,51.0,156.0,0.0,0.0,,
213.0,1.0,2.0,35.0,2.0,0.0,9.0,7809.0,0.0,1.0,1.0,0.971830985915493,1.0,0.0,19.0,58.85377358490566,1134.0,10.0,816.0,40.0,40.0,,
33.0,0.0,0.0,5.0,0.0,1.0,3.0,1016.0,0.0,1.0,1.0,0.2727272727272727,0.0,2.0,10.0,18.09090909090909,23.0,5.0,1.0,0.0,0.0,,
1.0,0.0,0.0,10.0,0.0,1.0,13.0,213.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,2.0,,
5.0,0.0,0.0,6.0,0.0,0.0,5.0,13.0,0.0,1.0,0.4,0.8,0.0,0.0,0.0,40.25,16.0,1.0,2.0,4.0,1.0,,
276.0,1.0,6.0,30.0,1.0,0.0,22.0,8960.0,0.0,1.0,1.0,0.9927536231884058,1.0,14.0,129.0,130.1268115942029,814.0,107.0,239.0,2.0,2.0,,
85.0,0.0,4.0,39.0,0.0,0.0,15.0,1748.0,0.0,1.0,0.95,0.8470588235294118,1.0,0.0,21.0,42.78313253012048,174.0,8.0,37.0,13.0,13.0,,
73.0,2.0,4.0,33.0,0.0,0.0,18.0,4521.0,0.0,1.0,0.0,0.3835616438356164,0.0,1.0,13.0,30.02777777777778,67.0,29.0,0.0,5.0,0.0,,
4.0,0.0,0.0,18.0,2.0,0.0,35.0,423.0,0.0,0.0,0.8571428571428571,0.5,1.0,0.0,0.0,44.25,11.0,0.0,3.0,1.0,1.0,,
355.0,2.0,14.0,18.0,0.0,0.0,25.0,24823.0,0.0,1.0,0.36363636363636365,0.9380281690140845,1.0,2.0,68.0,43.62994350282486,1059.0,15.0,69.0,4.0,0.0,,
156.0,12.0,51.0,50.0,0.0,0.0,19.0,7069.0,0.0,1.0,1.0,0.07692307692307693,1.0,0.0,63.0,20.861538461538462,522.0,13.0,13.0,3.0,3.0,,
0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,,
299.0,1.0,2.0,53.0,0.0,1.0,47.0,10399.0,0.0,1.0,0.7142857142857143,0.822742474916388,1.0,7.0,89.0,91.81939799331104,1125.0,98.0,390.0,9.0,8.0,,
196.0,2.0,1.0,25.0,1.0,0.0,13.0,8556.0,0.0,1.0,0.9285714285714286,0.061224489795918366,1.0,2.0,44.0,20.158163265306122,576.0,65.0,2.0,1.0,1.0,,
4.0,0.0,0.0,1.0,0.0,0.0,4.0,1081.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,,
129.0,0.0,0.0,21.0,1.0,1.0,37.0,10243.0,0.0,1.0,1.0,0.40310077519379844,1.0,0.0,33.0,21.968992248062015,199.0,10.0,20.0,4.0,4.0,,
75.0,0.0,0.0,12.0,1.0,0.0,12.0,1782.0,0.0,1.0,0.09090909090909091,0.21333333333333335,1.0,1.0,2.0,24.186666666666667,36.0,31.0,34.0,3.0,0.0,,
0.0,0.0,0.0,1.0,0.0,0.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,,
604.0,2.0,5.0,18.0,0.0,0.0,20.0,21889.0,0.0,1.0,0.14285714285714285,0.9933774834437086,0.0,1.0,35.0,91.23178807947019,705.0,193.0,7.0,2.0,0.0,,
198.0,9.0,23.0,32.0,0.0,1.0,18.0,4749.0,1.0,1.0,1.0,0.4595959595959596,1.0,7.0,6.0,47.898477157360404,427.0,23.0,45.0,1.0,1.0,,
52.0,0.0,0.0,20.0,1.0,0.0,20.0,2636.0,0.0,1.0,0.0,0.3076923076923077,1.0,1.0,23.0,22.52,130.0,17.0,29.0,3.0,0.0,,
529.0,1.0,1.0,68.0,2.0,1.0,13.0,24387.0,0.0,1.0,1.0,0.9924385633270322,1.0,28.0,104.0,88.85984848484848,557.0,267.0,90.0,26.0,26.0,,
377.0,1.0,8.0,72.0,0.0,0.0,10.0,5482.0,0.0,1.0,1.0,0.013262599469496022,1.0,0.0,21.0,15.816976127320954,434.0,102.0,148.0,10.0,10.0,,
132.0,4.0,12.0,4.0,0.0,0.0,19.0,2967.0,0.0,1.0,0.0,0.030303030303030304,0.0,1.0,8.0,11.909090909090908,65.0,3.0,0.0,3.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2.0,0.0,0.0,14.0,1.0,1.0,19.0,2562.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,4.5,80.0,7.0,0.0,4.0,4.0,,
0.0,0.0,0.0,14.0,0.0,1.0,10.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,,
0.0,0.0,0.0,10.0,0.0,0.0,25.0,79.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
2.0,0.0,0.0,2.0,0.0,0.0,11.0,95.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,45.5,4.0,0.0,0.0,2.0,1.0,,
64.0,0.0,0.0,4.0,0.0,0.0,17.0,4699.0,0.0,1.0,0.75,0.65625,1.0,0.0,8.0,32.224137931034484,171.0,11.0,4.0,1.0,1.0,,
78.0,0.0,0.0,90.0,0.0,1.0,25.0,6277.0,0.0,1.0,0.0,0.20512820512820512,1.0,0.0,30.0,24.974358974358974,573.0,62.0,142.0,5.0,1.0,,
7.0,0.0,0.0,4.0,0.0,1.0,1.0,348.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,10.428571428571429,6.0,2.0,0.0,1.0,1.0,,
152.0,0.0,0.0,32.0,1.0,1.0,24.0,5764.0,0.0,1.0,0.8125,0.3223684210526316,0.0,0.0,63.0,28.894736842105264,308.0,58.0,33.0,11.0,10.0,,
208.0,1.0,1.0,12.0,0.0,0.0,24.0,6675.0,0.0,1.0,0.25,0.33653846153846156,1.0,6.0,30.0,24.884615384615383,47.0,1.0,0.0,4.0,0.0,,
132.0,1.0,1.0,27.0,1.0,0.0,34.0,10151.0,0.0,1.0,0.875,0.19696969696969696,1.0,2.0,32.0,25.204545454545453,475.0,38.0,21.0,7.0,7.0,,
1196.0,3.0,5.0,38.0,0.0,1.0,23.0,51038.0,0.0,1.0,0.875,0.9431438127090301,1.0,0.0,288.0,115.2672268907563,2040.0,218.0,461.0,2.0,2.0,,
0.0,0.0,0.0,4.0,0.0,0.0,6.0,7.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,
53.0,1.0,1.0,10.0,0.0,1.0,7.0,1437.0,0.0,1.0,1.0,0.49056603773584906,1.0,3.0,11.0,20.867924528301888,351.0,1.0,1.0,1.0,1.0,,
0.0,0.0,2.0,27.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,3.0,,
55.0,2.0,7.0,12.0,0.0,1.0,3.0,5904.0,1.0,1.0,0.25,0.2545454545454545,1.0,0.0,9.0,18.527272727272727,19.0,0.0,0.0,1.0,0.0,,
48.0,0.0,0.0,13.0,1.0,0.0,18.0,1314.0,0.0,1.0,0.6,0.4375,1.0,1.0,7.0,26.645833333333332,153.0,29.0,33.0,1.0,0.0,,
447.0,0.0,0.0,62.0,0.0,1.0,30.0,18884.0,0.0,1.0,0.8666666666666667,0.9821029082774049,1.0,0.0,185.0,58.257270693512304,607.0,39.0,12.0,1.0,1.0,,
23.0,0.0,0.0,50.0,0.0,0.0,9.0,3472.0,0.0,1.0,1.0,0.9565217391304348,1.0,11.0,12.0,51.56521739130435,319.0,34.0,22.0,7.0,7.0,,
60.0,0.0,1.0,35.0,0.0,1.0,17.0,752.0,0.0,1.0,0.5384615384615384,0.95,1.0,0.0,7.0,30.74576271186441,41.0,10.0,9.0,6.0,5.0,,
284.0,1.0,29.0,55.0,1.0,0.0,17.0,7707.0,0.0,1.0,0.03571428571428571,0.22535211267605634,1.0,5.0,79.0,47.064981949458485,329.0,36.0,23.0,10.0,0.0,,
41.0,8.0,37.0,28.0,2.0,1.0,31.0,827.0,0.0,1.0,1.0,0.9024390243902439,1.0,0.0,6.0,30.951219512195124,28.0,1.0,3.0,6.0,6.0,,
400.0,0.0,1.0,28.0,0.0,0.0,21.0,9930.0,0.0,1.0,0.23076923076923078,0.055,1.0,0.0,46.0,58.4025,474.0,16.0,34.0,7.0,2.0,,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
147.0,0.0,0.0,117.0,0.0,1.0,21.0,5297.0,0.0,1.0,0.0,0.9931972789115646,1.0,0.0,12.0,35.87755102040816,168.0,63.0,22.0,2.0,0.0,,
113.0,1.0,1.0,6.0,0.0,0.0,5.0,12389.0,0.0,1.0,1.0,0.9823008849557522,1.0,0.0,7.0,51.2972972972973,36.0,2.0,0.0,3.0,3.0,,
257.0,0.0,1.0,45.0,3.0,1.0,17.0,8833.0,0.0,1.0,0.9,0.8949416342412452,0.0,3.0,26.0,57.55511811023622,294.0,28.0,10.0,12.0,10.0,,
229.0,0.0,0.0,29.0,4.0,1.0,12.0,12525.0,0.0,1.0,0.9285714285714286,0.2794759825327511,1.0,1.0,109.0,27.610576923076923,1013.0,188.0,226.0,2.0,2.0,,
74.0,1.0,2.0,10.0,0.0,0.0,11.0,4543.0,0.0,1.0,0.0,0.6891891891891891,0.0,1.0,18.0,39.108108108108105,66.0,38.0,5.0,6.0,0.0,,
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,,
677.0,3.0,8.0,76.0,2.0,1.0,35.0,41112.0,0.0,1.0,1.0,0.16691285081240767,1.0,8.0,52.0,54.85672082717873,1243.0,618.0,14.0,78.0,78.0,,
113.0,1.0,1.0,6.0,0.0,0.0,5.0,12389.0,0.0,1.0,1.0,0.9823008849557522,1.0,0.0,7.0,51.2972972972973,36.0,2.0,0.0,3.0,3.0,,
209.0,0.0,1.0,4.0,0.0,1.0,13.0,9016.0,0.0,1.0,1.0,0.8325358851674641,1.0,3.0,46.0,35.19138755980861,814.0,59.0,1.0,3.0,3.0,,
413.0,2.0,5.0,20.0,1.0,1.0,11.0,6989.0,1.0,1.0,1.0,0.9782082324455206,1.0,8.0,123.0,47.04679802955665,740.0,119.0,59.0,6.0,6.0,,
53.0,0.0,0.0,9.0,0.0,0.0,8.0,10946.0,0.0,1.0,0.42857142857142855,0.8490566037735849,1.0,9.0,73.0,30.28301886792453,41.0,5.0,1.0,5.0,3.0,,
56.0,0.0,0.0,21.0,1.0,0.0,16.0,8939.0,0.0,1.0,0.25,0.4107142857142857,1.0,9.0,25.0,23.803571428571427,187.0,57.0,65.0,0.0,0.0,,
64.0,1.0,9.0,10.0,1.0,1.0,7.0,5104.0,0.0,1.0,0.3333333333333333,0.921875,0.0,0.0,28.0,48.09375,225.0,24.0,5.0,2.0,0.0,,
314.0,1.0,2.0,59.0,0.0,1.0,15.0,20803.0,0.0,1.0,1.0,0.43630573248407645,1.0,5.0,92.0,67.6923076923077,1014.0,135.0,30.0,8.0,8.0,,
39.0,0.0,0.0,11.0,1.0,1.0,11.0,4491.0,0.0,1.0,1.0,0.5384615384615384,1.0,2.0,27.0,37.19444444444444,95.0,48.0,1.0,1.0,1.0,,
189.0,2.0,10.0,25.0,0.0,1.0,12.0,9388.0,1.0,1.0,0.1111111111111111,0.8888888888888888,1.0,2.0,90.0,35.9010989010989,247.0,24.0,11.0,2.0,0.0,,
97.0,1.0,2.0,20.0,0.0,0.0,20.0,2415.0,0.0,1.0,1.0,1.0,1.0,0.0,31.0,56.103092783505154,137.0,12.0,64.0,3.0,3.0,,
291.0,2.0,2.0,7.0,0.0,0.0,45.0,17695.0,0.0,1.0,0.0,0.14776632302405499,0.0,1.0,41.0,31.948453608247423,700.0,80.0,58.0,2.0,0.0,,
549.0,1.0,1.0,87.0,1.0,0.0,12.0,20803.0,0.0,1.0,0.06666666666666667,0.9453551912568307,1.0,8.0,49.0,75.30377358490566,798.0,327.0,376.0,8.0,8.0,,
85.0,0.0,0.0,25.0,0.0,0.0,34.0,6143.0,0.0,1.0,0.0,0.5294117647058824,1.0,2.0,72.0,24.929411764705883,250.0,36.0,62.0,3.0,0.0,,
288.0,3.0,7.0,112.0,0.0,1.0,18.0,10440.0,0.0,1.0,0.6666666666666666,0.10069444444444445,1.0,9.0,7.0,22.940350877192984,551.0,241.0,1.0,1.0,0.0,,
574.0,1.0,5.0,72.0,0.0,1.0,30.0,18381.0,0.0,1.0,0.8947368421052632,0.9982578397212544,1.0,5.0,197.0,93.90243902439025,737.0,92.0,11.0,2.0,1.0,,
529.0,0.0,2.0,19.0,1.0,0.0,39.0,29147.0,0.0,1.0,0.45454545454545453,0.15500945179584122,1.0,9.0,37.0,82.06628787878788,1399.0,174.0,437.0,1.0,0.0,,
0.0,0.0,0.0,16.0,1.0,1.0,24.0,60.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,15.0,0.0,4.0,4.0,0.0,,
581.0,0.0,1.0,18.0,1.0,1.0,21.0,20540.0,0.0,1.0,0.21428571428571427,0.9931153184165232,1.0,1.0,126.0,57.61962134251291,455.0,91.0,94.0,1.0,0.0,,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,,
114.0,0.0,0.0,10.0,0.0,0.0,14.0,3905.0,0.0,1.0,0.42857142857142855,0.11403508771929824,1.0,5.0,10.0,22.169642857142858,99.0,42.0,0.0,3.0,0.0,,
167.0,1.0,19.0,90.0,0.0,1.0,26.0,6767.0,0.0,1.0,0.9642857142857143,0.8263473053892215,1.0,0.0,65.0,36.64670658682635,567.0,53.0,31.0,45.0,44.0,,
324.0,1.0,4.0,49.0,2.0,0.0,10.0,3385.0,0.0,1.0,0.08108108108108109,0.4660493827160494,0.0,0.0,38.0,67.8849840255591,484.0,173.0,2.0,28.0,0.0,,
4.0,0.0,0.0,1.0,0.0,0.0,9.0,267.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,49.0,4.0,5.0,2.0,2.0,0.0,,
296.0,1.0,73.0,31.0,0.0,1.0,21.0,9645.0,0.0,1.0,0.8,0.08108108108108109,1.0,0.0,41.0,36.10344827586207,767.0,54.0,9.0,3.0,3.0,,
1882.0,9.0,93.0,158.0,2.0,1.0,21.0,71692.0,0.0,1.0,0.92,0.924548352816153,1.0,1.0,807.0,94.10484300159659,1330.0,363.0,249.0,10.0,9.0,,
230.0,1.0,1.0,42.0,5.0,1.0,12.0,10114.0,0.0,1.0,1.0,0.1391304347826087,1.0,1.0,32.0,51.7,774.0,54.0,22.0,4.0,4.0,,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
14.0,0.0,0.0,15.0,0.0,1.0,23.0,132.0,0.0,1.0,1.0,0.6428571428571429,1.0,0.0,0.0,34.42857142857143,23.0,0.0,1.0,0.0,0.0,,
143.0,0.0,0.0,30.0,1.0,0.0,38.0,11082.0,0.0,1.0,0.6363636363636364,0.3706293706293706,1.0,0.0,54.0,91.80985915492958,761.0,87.0,164.0,1.0,0.0,,
398.0,0.0,0.0,191.0,0.0,1.0,15.0,20630.0,0.0,1.0,0.01098901098901099,0.3592964824120603,1.0,3.0,324.0,78.13819095477388,879.0,193.0,109.0,25.0,0.0,,
682.0,0.0,0.0,160.0,0.0,1.0,168.0,18026.0,0.0,1.0,0.8461538461538461,0.8870967741935484,1.0,3.0,385.0,70.82988165680473,1625.0,367.0,0.0,1.0,1.0,,
199.0,2.0,6.0,15.0,0.0,1.0,4.0,5989.0,1.0,1.0,1.0,0.09547738693467336,1.0,0.0,76.0,31.85279187817259,105.0,43.0,24.0,2.0,2.0,,
283.0,7.0,104.0,23.0,1.0,1.0,32.0,6294.0,0.0,1.0,0.08333333333333333,0.0812720848056537,1.0,1.0,88.0,40.23487544483986,595.0,289.0,8.0,1.0,0.0,,
121.0,0.0,0.0,47.0,0.0,0.0,21.0,6540.0,0.0,1.0,0.9230769230769231,0.9917355371900827,1.0,1.0,31.0,145.7520661157025,206.0,31.0,24.0,25.0,24.0,,
124.0,1.0,2.0,15.0,0.0,0.0,14.0,6383.0,0.0,1.0,0.07142857142857142,0.7903225806451613,1.0,1.0,20.0,48.903225806451616,304.0,63.0,13.0,1.0,0.0,,
0.0,0.0,0.0,12.0,0.0,1.0,4.0,154.0,0.0,0.0,0.1,0.0,1.0,0.0,2.0,0.0,10.0,1.0,6.0,3.0,0.0,,
108.0,1.0,5.0,8.0,1.0,0.0,19.0,8487.0,0.0,1.0,0.0,0.3611111111111111,1.0,0.0,40.0,36.49074074074074,168.0,28.0,9.0,4.0,0.0,,
39.0,0.0,0.0,46.0,0.0,0.0,16.0,3907.0,0.0,1.0,0.0,0.358974358974359,1.0,0.0,29.0,19.18421052631579,161.0,22.0,53.0,27.0,0.0,,
150.0,1.0,129.0,14.0,1.0,1.0,11.0,3982.0,0.0,1.0,0.1,0.5066666666666667,0.0,2.0,28.0,54.71304347826087,275.0,49.0,1.0,4.0,1.0,,
46.0,0.0,0.0,12.0,0.0,0.0,6.0,2951.0,0.0,1.0,1.0,0.30434782608695654,1.0,4.0,61.0,25.522727272727273,52.0,36.0,44.0,6.0,6.0,,
