length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,web_traffic,google_index,page_rank,status
22,7,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,4,6,6,4,6,5.0,4.0,6.0,0,0,0,0,0,0,61657,1,5,phishing
84,21,0,2,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,11,5,3,3,3,13,13,9,5.6363636360000005,8.0,5.1111111110000005,1,0,0,0,0,0,6810,0,7,legitimate
41,10,0,1,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,3,6,3,6,6,4,3.666666667,6.0,3.2,0,0,0,0,0,0,0,1,0,phishing
44,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,4,6,4,12,7,12,7.25,6.5,8.0,0,0,0,0,0,0,179423,0,4,legitimate
99,15,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.111111111,0.0,0,0,0,0,0,2,0,0,0,0,2,0,7,4,1,4,1,56,6,56,11.57142857,5.0,14.2,1,1,0,0,0,0,1,1,10,phishing
219,12,1,3,1,0,1,2,0,3,1,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0.388127854,0.083333333,0,0,0,0,0,3,1,0,0,0,0,0,14,13,2,5,2,64,5,64,13.64285714,5.0,14.30769231,4,0,0,0,0,0,0,1,0,phishing
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,433555,0,2,legitimate
48,18,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0625,0.0,0,0,0,0,0,1,1,0,0,0,1,0,3,3,4,4,22,22,9,22,11.66666667,6.5,22.0,0,0,0,0,0,0,2516334,0,2,phishing
21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,238030,0,3,legitimate
51,21,0,1,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,3,4,3,12,12,6,5.666666667,8.0,4.5,0,0,0,0,0,0,117179,0,4,legitimate
39,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,14,14,8,14,8.333333332999999,5.5,14.0,0,1,0,0,0,0,8,0,10,legitimate
42,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,4,3,4,5,4,11,6,11,6.5,5.5,7.5,2,1,0,0,0,0,1,1,10,phishing
31,12,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,3,8,3,8,8,5,5.333333333,8.0,4.0,0,0,0,0,0,0,0,1,0,phishing
76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.1710526319999999,0.0,0,0,0,1,0,3,1,0,0,0,1,0,7,3,2,3,2,15,13,15,8.428571429,8.4,8.5,0,0,0,0,0,0,5707171,1,0,phishing
123,46,1,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0.146341463,0.0,0,0,0,1,0,3,0,0,0,0,1,0,13,4,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,5707171,1,0,phishing
46,17,0,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.02173913,0.0,0,0,0,0,0,2,0,1,1,0,1,0,7,0,1,4,1,8,8,7,4.0,6.0,3.2,0,1,0,0,0,0,148,1,7,legitimate
42,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.119047619,0.0,0,0,0,0,0,3,0,0,0,0,2,0,6,0,2,2,3,8,8,6,4.5,5.0,4.25,0,0,0,0,0,0,2250,0,3,legitimate
68,37,0,5,3,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.088235294,0.162162162,0,0,0,0,0,3,0,0,1,0,0,0,11,1,1,1,2,7,7,7,4.272727273,4.666666667,3.8,2,0,0,0,0,0,0,1,5,phishing
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,8,8,0,8,8,0,8.0,8.0,0.0,0,0,0,0,0,0,0,0,2,legitimate
20,12,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,2763,0,5,legitimate
29,15,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.068965517,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,5,11,5,11,11,5,8.0,11.0,5.0,0,0,0,0,0,0,0,1,0,phishing
20,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,3,3,0,3.0,3.0,0.0,0,0,0,0,0,0,531101,0,5,legitimate
80,28,0,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,10,5,3,3,3,20,20,8,6.0,11.5,4.625,0,0,0,0,0,0,42531,0,5,legitimate
66,19,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.060606061,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,13,4,13,13,9,7.833333333,13.0,6.8,0,0,0,0,0,0,0,1,0,phishing
42,9,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.047619048,0.111111111,0,0,0,0,0,2,0,0,0,0,1,0,6,2,1,2,1,9,2,9,4.333333333,2.0,5.5,0,0,0,0,0,0,1163,0,5,legitimate
85,26,0,4,3,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,12,1,3,4,3,10,8,10,4.916666667,6.0,4.555555556,0,0,0,0,0,0,7627796,1,1,phishing
48,15,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,3,7,7,7,5.166666667,5.0,5.25,1,0,0,0,0,0,1382310,1,3,phishing
46,8,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,3,5,3,10,5,10,5.166666667,5.0,5.2,0,0,0,0,0,0,2488533,1,2,phishing
82,16,0,2,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.085365854,0.0,0,0,0,0,0,2,0,0,0,0,1,0,8,3,1,5,1,33,6,33,7.875,5.5,8.666666667000001,1,1,0,0,0,0,1,1,10,phishing
66,28,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,2,0,0,1,0,2,0,8,1,1,10,1,13,13,10,6.0,11.5,4.166666667,0,0,0,0,0,0,2188,1,5,legitimate
24,17,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,14,0,14,14,0,14.0,14.0,0.0,0,0,0,0,0,0,874125,0,2,legitimate
47,18,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.085106383,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,1,1,4,10,9,10,5.0,4.0,6.0,0,1,0,0,0,0,12,1,7,legitimate
63,21,0,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,4,2,3,2,13,13,10,6.428571429,8.0,5.8,0,0,0,0,0,0,1294,0,7,legitimate
58,25,0,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,1,0,0,0,0,6,7,3,3,3,15,15,11,6.333333333,9.0,5.0,0,0,0,0,1,0,7346260,1,2,phishing
104,28,1,4,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.221153846,0.0,0,0,0,0,0,3,1,0,0,0,0,0,9,3,3,3,3,32,7,32,9.444444444,5.25,12.8,0,0,0,0,0,0,1211946,1,2,phishing
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,178835,0,5,legitimate
30,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,9,4,9,9,4,6.5,9.0,4.0,0,0,0,0,0,0,0,1,0,phishing
84,32,0,2,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,10,4,3,3,5,9,9,8,6.4,6.25,6.5,0,0,0,0,0,0,6179184,0,3,legitimate
46,14,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,4,0,7,5,2,3,2,6,6,5,4.1428571430000005,4.5,4.0,0,0,0,0,0,0,122722,1,5,legitimate
32,17,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,7,14,7,14,14,7,10.5,14.0,7.0,0,0,0,0,0,0,0,1,0,phishing
48,41,0,4,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,3,0,0,1,0,0,0,6,0,2,2,0,9,9,0,5.333333333,5.333333333,0.0,0,0,0,0,0,0,0,1,0,phishing
70,36,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,2,0,0,1,0,1,0,5,1,6,10,6,21,21,10,11.0,15.5,8.0,0,0,0,0,0,0,2188,0,5,legitimate
104,31,0,2,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.115384615,0.096774194,0,0,0,0,0,2,0,0,0,0,0,0,12,2,2,9,2,17,17,9,6.666666667,13.0,5.4,0,1,0,0,0,0,6951049,1,8,legitimate
32,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0,16938,0,5,legitimate
92,16,0,2,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,4,0,12,3,2,3,2,13,8,13,5.833333333,5.5,5.9,0,1,0,0,0,0,2772,1,6,legitimate
57,25,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.192982456,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,18,3,18,18,6,7.6,18.0,5.0,0,0,0,0,0,0,0,1,0,phishing
89,15,1,2,6,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,1,0,0,0,0,0.134831461,0.0,0,0,0,0,0,2,0,0,0,0,0,0,12,5,1,3,1,8,7,8,5.416666667,5.0,5.5,0,0,0,0,0,0,310,1,8,legitimate
28,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,4702582,0,3,legitimate
45,19,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,3,15,3,15,15,5,5.8,15.0,3.5,1,0,0,0,0,0,0,1,0,phishing
52,21,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.076923077,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,17,4,18,17,18,13.0,17.0,11.0,0,0,0,0,0,0,3516548,0,3,legitimate
206,12,1,4,0,0,1,9,0,6,0,0,0,5,0,1,0,9,0,0,0,0,0,0,1,0.174757282,0.75,0,0,1,1,1,3,0,0,0,0,0,0,28,4,1,2,1,22,3,22,6.607142857,2.25,7.333333333,3,0,0,0,0,2,0,1,0,phishing
96,14,1,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.208333333,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,2,10,2,32,10,32,8.555555556,10.0,8.375,3,0,0,0,0,0,0,1,0,phishing
69,11,0,1,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,3,7,3,11,7,11,7.285714286,7.0,7.333333333,0,0,0,0,0,0,164898,0,5,legitimate
32,14,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.125,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,1,4,4,4,5,5,4,4.25,4.5,4.0,0,0,0,0,0,0,8530,1,7,legitimate
48,18,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,1,1,4,9,9,8,5.166666667,4.0,6.333333333,0,1,0,0,0,0,12,1,7,legitimate
60,23,0,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,8,4,3,3,3,9,8,9,5.25,5.666666667,5.0,0,0,0,0,0,0,975738,0,4,legitimate
111,19,1,3,5,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.099099099,0.0,0,0,0,0,0,3,0,0,0,0,0,0,13,6,3,3,4,11,11,10,6.692307692000001,7.0,6.6363636360000005,2,1,0,0,0,0,548,0,8,legitimate
59,20,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,3,3,12,12,8,5.857142857,7.5,5.2,0,0,0,0,0,0,130357,0,5,legitimate
118,12,0,3,5,0,1,0,0,1,0,0,0,7,0,1,0,0,0,0,1,1,0,0,0,0.016949153,0.0,0,0,0,0,0,3,1,0,0,0,1,0,15,4,2,3,2,10,4,10,6.133333333,3.5,6.538461538,0,0,0,0,0,0,492031,0,4,legitimate
37,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,1,3,1,10,10,8,5.5,6.5,4.5,0,0,0,0,0,0,1468,1,6,legitimate
59,17,0,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.050847458,0.0,0,0,0,0,0,3,0,0,1,0,1,0,8,6,3,3,3,9,9,7,5.125,6.0,4.833333333,0,0,0,0,0,0,67893,1,5,legitimate
26,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,825424,0,2,legitimate
73,15,0,3,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,9,3,3,3,3,10,7,10,5.888888889,5.0,6.142857143,0,0,0,0,0,0,52443,0,5,legitimate
49,31,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.142857143,0.193548387,0,0,0,0,0,2,1,0,0,0,2,0,5,1,2,8,2,9,9,6,6.6,8.333333332999999,4.0,0,0,0,0,0,0,899,1,5,phishing
69,19,0,3,0,0,1,1,0,2,1,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,1,0,0,3,0,0,0,0,0,0,9,3,1,3,1,14,11,14,5.444444444,7.0,5.0,0,0,0,0,0,0,1613,0,5,legitimate
37,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.216216216,0.32,0,0,0,0,1,2,0,0,0,0,0,0,3,1,3,10,3,11,11,3,8.0,10.5,3.0,0,0,0,0,0,0,22211,1,6,phishing
129,54,1,5,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.170542636,0.0,0,0,0,1,0,3,1,0,0,0,1,0,13,8,2,3,2,17,13,17,7.846153846,7.5,8.142857142999999,0,0,0,0,0,0,5828815,1,0,phishing
128,18,0,7,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,19,2,2,12,2,12,12,10,5.052631579,12.0,4.666666667,0,0,0,0,0,0,8902890,1,4,phishing
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,1,0,213573,0,2,legitimate
33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,569663,0,4,legitimate
71,26,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,3,3,3,3,18,18,11,7.571428571,10.5,6.4,0,0,0,0,0,0,2721076,0,3,legitimate
109,7,0,1,11,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.055045872,0.0,0,0,0,0,0,1,0,0,0,0,1,0,15,1,2,3,2,9,3,9,5.533333333,3.0,5.714285714,0,0,0,0,0,0,21833,0,5,legitimate
71,18,0,4,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.14084507,0.0,0,0,0,0,0,3,0,0,0,0,0,0,10,5,2,2,4,7,7,7,5.1,4.0,5.571428571,0,0,0,0,0,0,2404,1,5,legitimate
67,18,0,3,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,0,0,1,0.044776119,0.0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,3,3,3,15,10,15,6.125,6.5,6.0,0,0,0,0,0,0,0,1,2,legitimate
58,49,1,2,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.137931034,0.163265306,0,0,0,0,0,2,0,0,1,0,0,0,6,2,2,2,0,11,11,0,6.666666667,6.666666667,0.0,0,1,0,0,0,0,0,1,5,phishing
60,22,0,3,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,0,0,1,0.033333333,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,4,3,3,3,13,13,10,7.166666667,8.0,6.75,0,0,0,0,0,0,601002,1,2,legitimate
86,28,0,3,3,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.093023256,0.0,0,0,0,0,0,3,1,0,0,0,2,0,11,2,2,8,2,15,15,8,5.909090909,11.5,4.666666667,2,0,0,0,0,0,0,1,4,phishing
159,40,1,6,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.163522013,0.15,0,0,0,0,0,3,0,0,0,0,0,0,13,4,2,2,3,33,12,33,10.53846154,6.6,13.0,0,0,1,0,1,0,0,1,0,phishing
96,14,1,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.197916667,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,4,2,10,2,32,10,32,8.555555556,10.0,8.375,3,0,0,0,0,0,0,1,0,phishing
24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,2,4,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,260070,0,4,legitimate
110,23,1,3,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.154545455,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,3,3,3,32,15,32,10.11111111,9.0,10.42857143,0,0,0,0,0,0,0,1,0,phishing
28,21,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.035714286,0.047619048,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,8,8,0,8.0,8.0,0.0,0,1,0,0,0,0,0,1,5,phishing
89,24,0,4,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,1,0,0,4,0,13,1,2,7,2,10,10,7,4.846153846,8.5,4.181818182,0,0,0,0,0,0,262805,1,2,phishing
55,47,1,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.290909091,0.340425532,0,0,0,0,0,3,0,0,1,0,0,0,4,1,1,1,0,30,30,0,10.0,10.0,0.0,0,0,0,0,0,0,0,1,5,phishing
67,18,0,3,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,3,0,9,3,2,3,2,10,10,10,5.333333333,6.5,5.0,2,0,0,0,0,0,6845579,1,3,phishing
26,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.038461538,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,4,4,4,4,3.666666667,3.5,4.0,0,0,0,0,1,0,132459,1,4,phishing
42,25,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,4,1,3,4,3,16,16,5,7.0,10.0,4.0,1,0,0,0,0,0,728078,1,0,phishing
31,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,4,11,11,4,6.0,7.0,4.0,0,0,0,0,0,0,0,0,2,legitimate
53,24,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,6,1,4,5,4,9,7,9,6.166666667,6.0,6.333333333,0,0,0,0,0,0,550535,0,7,legitimate
75,16,0,2,0,1,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,2,0,0,0,0,0,0,8,1,2,12,2,12,12,11,7.0,12.0,6.285714286,0,0,0,0,0,0,0,1,0,phishing
43,22,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,5,14,14,7,7.25,8.5,6.0,0,0,0,0,0,0,988,0,5,legitimate
35,18,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,11,3,11,11,5,6.333333333,11.0,4.0,1,0,0,0,0,0,0,1,0,phishing
43,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.046511628,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,1,3,1,11,7,11,5.4,5.0,5.666666667,0,1,0,0,0,0,2,0,10,legitimate
59,51,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.186440678,0.215686275,0,0,0,0,0,3,0,1,0,0,0,0,4,0,2,2,0,34,34,0,11.25,11.25,0.0,0,0,0,0,1,0,0,1,0,phishing
93,14,1,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.215053763,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,1,4,8,4,32,8,32,12.5,8.0,13.4,0,0,0,0,0,0,4189860,1,2,phishing
166,10,1,3,7,1,0,2,0,1,0,0,0,3,0,1,0,4,0,0,0,0,0,0,1,0.373493976,0.0,0,0,1,0,0,3,0,0,0,0,0,0,14,14,2,7,2,17,7,17,10.14285714,7.0,10.38461538,1,0,0,0,1,0,0,1,0,phishing
56,19,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.107142857,0.0,0,0,0,0,0,2,0,0,1,0,1,0,5,3,3,3,6,11,11,11,7.8,7.0,8.333333332999999,0,0,0,0,0,0,1695,1,7,legitimate
68,22,0,3,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,1,3,1,14,14,8,5.444444444,8.5,4.571428571,0,0,0,0,0,0,512817,0,3,legitimate
71,27,0,1,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,2,23,2,23,23,8,6.625,23.0,4.285714286,0,0,0,0,0,0,8509505,1,0,phishing
