num_links,num_forms,num_inputs,num_scripts,num_iframes,has_login,num_meta,text_length,has_password_field,has_https_links,external_script_ratio,external_links_ratio,has_sensitive_keywords,num_exclamations,num_uppercase_words,avg_link_length,num_divs,num_images,num_inline_styles,num_css_files,num_external_css,label
6,1,5,2,0,1,5,961,1,0,0.0,0.8333333333333334,0,0,1,18.833333333333332,12,0,3,1,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
235,4,9,108,4,1,24,7075,0,1,0.9743589743589743,0.6936170212765957,1,10,61,41.3141592920354,485,51,376,11,11,1
6,1,9,4,0,0,2,937,0,1,1.0,0.16666666666666666,0,0,11,28.5,31,2,16,8,0,1
13,1,2,0,0,1,3,245,1,0,0.0,0.0,1,0,2,0.0,116,3,37,1,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
13,1,2,0,0,1,3,245,1,0,0.0,0.0,1,0,2,0.0,116,3,37,1,0,1
17,1,1,1,0,0,5,3918,0,0,1.0,0.0,1,4,26,0.0,29,13,6,5,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
1,1,2,5,0,1,2,48,1,0,1.0,0.0,1,0,3,1.0,13,1,7,2,2,1
1,1,2,5,0,1,2,48,1,0,1.0,0.0,1,0,3,1.0,13,1,7,2,2,1
81,2,9,75,2,1,13,1387,0,1,0.72,0.024691358024691357,1,0,7,101.41025641025641,150,43,22,2,2,1
11,0,6,2,0,1,2,401,1,0,0.0,0.0,1,1,0,1.0,14,11,4,1,1,1
81,6,6,10,0,0,2,3167,0,0,0.4444444444444444,0.0,1,2,4,0.0,299,23,21,5,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
0,1,5,3,0,1,2,254,1,0,1.0,0.0,1,0,0,0.0,8,2,5,0,0,1
6,1,9,4,0,0,2,903,0,1,1.0,0.16666666666666666,0,0,11,28.5,31,2,16,8,0,1
114,0,27,22,2,1,4,7367,1,1,1.0,0.09649122807017543,1,0,120,17.692307692307693,510,2,175,1,1,1
1,1,3,12,2,1,4,83,1,0,0.875,0.0,1,0,0,18.0,23,4,18,2,2,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
1,1,3,4,0,1,6,320,1,0,0.0,0.0,0,0,0,0.0,38,2,7,2,0,1
0,1,3,7,1,1,0,217,1,0,1.0,0.0,1,0,0,0.0,16,1,8,1,1,1
109,0,0,17,1,1,19,3973,0,1,0.9285714285714286,0.3577981651376147,1,1,24,28.972477064220183,76,8,55,3,3,1
2,0,3,5,0,1,5,226,1,0,1.0,0.0,1,0,0,1.0,18,1,17,4,0,1
114,6,53,25,1,0,7,8208,0,1,0.6363636363636364,0.07017543859649122,1,4,43,37.22018348623853,193,4,25,1,0,1
11,1,15,25,0,0,55,462,1,1,1.0,0.36363636363636365,1,0,0,24.555555555555557,26,0,5,7,7,1
9,0,15,11,0,0,22,158,0,1,1.0,0.2222222222222222,1,0,11,31.6,25,3,18,4,4,1
0,1,5,4,0,0,3,330,0,0,1.0,0.0,0,0,0,0.0,37,0,24,1,1,1
0,1,5,4,0,0,3,330,0,0,1.0,0.0,0,0,0,0.0,37,0,24,1,1,1
1,0,0,1,0,0,0,31,0,0,0.0,0.0,0,0,6,1.0,32,0,1,0,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
96,1,21,22,0,1,5,5954,1,1,0.3333333333333333,0.16666666666666666,1,1,78,27.1,379,2,130,1,0,1
96,1,21,22,0,1,5,5954,1,1,0.3333333333333333,0.16666666666666666,1,1,78,27.1,379,2,130,1,0,1
114,0,27,22,2,1,4,7367,1,1,1.0,0.09649122807017543,1,0,120,17.692307692307693,510,2,175,1,1,1
114,0,27,22,2,1,4,7367,1,1,1.0,0.09649122807017543,1,0,120,17.692307692307693,510,2,175,1,1,1
13,1,2,0,0,1,3,245,1,0,0.0,0.0,1,0,2,0.0,116,3,37,1,0,1
186,2,38,11,0,1,5,3347,1,1,1.0,0.010752688172043012,1,1,5,1.826086956521739,76,2,17,3,0,1
20,1,13,11,0,0,3,536,0,1,0.4,0.75,1,0,0,78.35,83,3,14,1,1,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
20,1,13,11,1,0,3,536,0,1,0.4,0.75,1,0,0,78.35,84,3,16,1,1,1
20,1,13,11,1,0,3,536,0,1,0.4,0.75,1,0,0,78.35,85,3,16,1,1,1
9,2,9,28,1,1,10,123,0,0,0.23076923076923078,0.0,1,0,8,1.0,57,4,23,13,0,1
154,1,12,22,0,1,22,5579,0,1,0.5555555555555556,0.22077922077922077,1,3,12,34.06535947712418,215,16,46,4,0,1
13,1,2,0,0,1,3,245,1,0,0.0,0.0,1,0,2,0.0,116,3,37,1,0,1
3,1,8,26,1,1,7,125,0,0,0.25,0.0,1,0,5,1.0,56,1,28,8,0,1
9,2,9,28,1,1,10,123,0,0,0.23076923076923078,0.0,1,0,8,1.0,57,4,23,13,0,1
1,0,4,7,0,0,2,140,0,1,1.0,1.0,1,0,8,27.0,54,2,5,2,2,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
23,0,1,6,0,0,11,16143,0,1,0.0,0.2608695652173913,0,0,259,14.652173913043478,2185,195,38,1,0,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
9,2,9,28,1,1,10,123,0,0,0.23076923076923078,0.0,1,0,8,1.0,57,4,23,13,0,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
0,1,5,4,0,0,3,330,0,0,1.0,0.0,0,0,0,0.0,37,0,24,1,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
0,1,5,4,0,0,3,330,0,0,1.0,0.0,0,0,0,0.0,37,0,24,1,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
5,3,9,6,0,0,8,639,1,0,1.0,0.0,1,1,2,1.0,57,7,18,2,1,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
1,0,0,6,0,1,10,538,0,0,1.0,0.0,1,1,1,1.0,10,1,1,1,1,1
347,2,13,175,7,1,8,5702,0,1,0.6417910447761194,0.40057636887608067,1,0,81,44.52463768115942,949,116,169,13,0,1
347,2,13,175,7,1,8,5702,0,1,0.6417910447761194,0.40057636887608067,1,0,81,44.52463768115942,949,116,169,13,0,1
10,0,0,5,0,0,5,1097,0,1,1.0,0.1,0,0,0,18.4,20,3,4,11,1,1
5,0,0,18,1,1,2,1200,0,1,0.6153846153846154,0.4,1,0,14,123.0,46,2,3,1,0,1
30,1,3,7,0,0,6,1051,0,1,0.8,0.6,1,1,6,26.466666666666665,49,11,10,4,1,1
19,1,46,18,5,1,6,2233,1,1,0.42857142857142855,0.6842105263157895,0,1,22,47.05555555555556,86,16,41,4,0,1
5,3,9,11,1,0,5,287,1,1,0.8571428571428571,0.6,0,0,0,132.8,17,2,2,4,4,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
0,2,8,7,0,1,2,248,1,0,1.0,0.0,0,0,0,0.0,19,3,2,2,0,1
16,0,0,10,0,1,19,1849,0,0,1.0,0.0,1,0,21,19.4375,170,10,20,11,0,1
25,3,11,10,1,1,19,2413,0,1,1.0,0.04,1,0,50,24.416666666666668,123,14,17,11,0,1
4,0,1,15,0,1,20,346,0,1,1.0,0.5,1,0,2,125.0,38,1,6,3,3,1
4,0,1,15,0,1,20,346,0,1,1.0,0.5,1,0,2,125.0,38,1,6,3,3,1
1,0,0,0,0,0,5,120,0,0,0.0,0.0,1,0,0,32.0,5,0,0,1,0,1
9,2,9,28,1,1,10,123,0,0,0.23076923076923078,0.0,1,0,8,1.0,57,4,23,13,0,1
9,0,0,0,0,1,2,241,0,0,0.0,0.0,0,0,0,1.0,34,4,18,1,0,1
8,0,0,8,0,0,3,424,0,0,1.0,0.0,1,0,10,8.0,99,35,32,5,0,1
10,0,0,52,1,1,25,221,0,1,1.0,0.8,1,0,3,31.22222222222222,102,4,20,0,0,1
2,2,8,8,2,0,6,886,1,1,0.7142857142857143,0.5,1,0,3,53.5,22,1,1,8,0,1
0,1,4,8,1,1,3,93,1,0,1.0,0.0,0,4,0,0.0,2,1,5,1,0,1
12,0,0,3,0,0,2,970,0,0,0.0,0.0,0,1,9,0.0,421,33,186,2,0,1
8,4,25,8,0,1,7,173,1,1,1.0,1.0,0,0,0,33.875,9,5,8,1,0,1
2,0,1,6,0,0,19,1219,0,1,1.0,0.5,0,5,8,32.0,13,4,0,2,2,1
0,1,21,14,0,0,2,143,0,0,1.0,0.0,1,0,4,0.0,45,3,20,2,0,1
6,2,2,11,0,0,11,156,0,1,0.8571428571428571,0.16666666666666666,1,0,3,21.25,108,3,71,12,12,1
3,2,9,7,0,1,13,1243,1,0,1.0,0.0,1,0,15,12.0,147,46,13,5,1,1
6,1,8,30,1,1,9,64,0,0,0.2,0.0,1,0,2,1.0,67,3,28,8,0,1
96,1,21,22,0,1,5,5954,1,1,0.3333333333333333,0.16666666666666666,1,1,78,27.1,379,2,130,1,0,1
18,3,28,0,0,0,3,1927,1,0,0.0,0.0,1,3,20,43.111111111111114,167,7,106,3,0,1
0,1,5,4,0,0,3,93,0,0,1.0,0.0,1,1,0,0.0,28,1,16,1,1,1
7,1,3,9,4,0,2,1155,0,1,1.0,1.0,0,0,8,64.28571428571429,24,3,9,2,0,1
0,1,2,10,0,0,19,222,0,0,0.8333333333333334,0.0,1,0,0,0.0,18,0,5,3,2,1
20,1,8,11,1,0,3,616,0,1,0.4,0.8,1,0,0,77.65,82,2,13,1,1,1
48,3,6,7,0,1,4,1306,1,1,1.0,0.020833333333333332,1,0,1,20.75,77,2,10,2,2,1
4,0,0,10,1,0,5,217,0,1,1.0,1.0,1,0,0,41.25,4,14,7,2,2,1
6,1,7,29,1,1,10,80,0,0,0.2,0.0,1,0,2,1.0,57,4,26,8,0,1
6,1,7,29,1,1,10,80,0,0,0.2,0.0,1,0,2,1.0,57,4,26,8,0,1
8,1,8,26,1,1,8,44,0,0,0.2727272727272727,0.0,1,0,0,1.0,52,2,28,6,0,1
8,1,8,26,1,1,8,44,0,0,0.2727272727272727,0.0,1,0,0,1.0,52,2,28,6,0,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
2,1,3,5,0,0,7,981,0,0,0.0,0.0,0,0,8,1.0,9,1,3,4,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
30,1,4,5,0,0,5,1051,0,1,1.0,0.6,1,1,6,26.4,50,11,11,4,1,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
0,0,2,29,0,0,19,1787,0,0,0.7777777777777778,0.0,0,7,21,0.0,222,19,228,2,2,1
3,1,2,6,0,1,4,194,1,1,1.0,0.6666666666666666,0,1,0,16.333333333333332,27,3,2,0,0,1
0,1,0,4,3,0,0,0,0,0,1.0,0.0,0,0,0,0.0,8,0,10,0,0,1
109,0,0,17,2,1,19,3973,0,1,0.9285714285714286,0.3577981651376147,1,1,24,28.972477064220183,76,8,56,3,3,1
6,1,8,27,1,1,8,33,0,0,0.3333333333333333,0.0,1,0,4,1.0,50,2,24,12,0,1
1,1,2,2,0,0,2,339,0,1,1.0,1.0,1,0,1,51.0,8,1,1,1,0,1
6,1,6,2,0,1,5,311,1,1,0.0,1.0,1,1,2,66.5,15,6,24,0,0,1
15,1,20,7,1,1,2,811,1,1,1.0,1.0,1,1,1,70.33333333333333,14,4,2,0,0,1
4,1,6,1,0,1,1,301,1,1,0.0,1.0,1,0,2,51.5,2,1,1,0,0,1
84,0,0,3,0,0,6,1662,0,1,1.0,0.05952380952380952,1,0,11,40.785714285714285,84,79,2,1,0,1
2,0,2,2,0,0,4,975,1,1,1.0,1.0,1,1,9,43.0,31,2,5,2,1,1
85,0,0,34,0,0,15,4710,0,1,0.875,0.4117647058823529,1,0,3,28.988235294117647,123,26,18,4,3,1
6,0,0,4,0,0,3,784,0,1,1.0,1.0,1,3,4,105.83333333333333,21,5,0,1,1,1
6,1,6,2,0,1,5,311,1,1,0.0,1.0,1,1,2,66.5,15,6,24,0,0,1
6,0,0,4,0,0,3,784,0,1,1.0,1.0,1,3,4,105.83333333333333,21,5,0,1,1,1
2,0,2,2,0,0,4,975,1,1,1.0,1.0,1,1,9,43.0,31,2,5,2,1,1
40,0,2,13,1,0,20,1120,0,1,0.2222222222222222,0.95,1,0,19,40.8421052631579,203,26,58,4,0,1
39,0,1,13,0,0,21,915,0,1,1.0,0.46153846153846156,1,0,17,29.72972972972973,142,4,30,4,0,1
77,1,4,46,0,1,21,2536,0,1,0.868421052631579,0.8961038961038961,1,0,9,38.62337662337662,94,3,3,2,0,1
28,0,5,4,0,1,4,3373,1,0,0.0,0.0,1,1,60,5.2272727272727275,142,1,37,1,0,1
28,0,5,4,0,1,4,3373,1,0,0.0,0.0,1,1,60,5.2272727272727275,142,1,37,1,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
6,1,9,4,0,0,2,903,0,1,1.0,0.16666666666666666,0,0,11,28.5,31,2,16,8,0,1
22,2,14,3,0,0,2,604,1,0,1.0,0.0,1,1,7,1.0,64,5,11,1,0,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
22,2,14,3,0,0,2,604,1,0,1.0,0.0,1,1,7,1.0,64,5,11,1,0,1
9,2,9,6,0,1,8,1724,1,1,0.0,0.7777777777777778,1,0,12,38.0,54,2,11,4,3,1
9,2,9,6,0,1,8,1724,1,1,0.0,0.7777777777777778,1,0,12,38.0,54,2,11,4,3,1
40,2,9,3,0,0,3,728,1,0,1.0,0.0,1,1,4,16.692307692307693,128,5,18,5,0,1
1,1,5,3,0,1,6,381,0,1,0.0,1.0,0,0,1,45.0,9,1,7,0,0,1
1,1,5,3,0,1,6,381,0,1,0.0,1.0,0,0,1,45.0,9,1,7,0,0,1
1,1,5,3,0,1,6,381,0,1,0.0,1.0,0,0,1,45.0,9,1,7,0,0,1
1,1,5,3,0,1,6,384,0,1,0.0,1.0,0,0,1,45.0,9,3,10,0,0,1
8,2,8,4,0,1,7,1359,1,0,0.0,0.125,1,0,12,4.0,56,2,10,7,3,1
1,1,2,1,0,0,2,842,0,0,0.0,1.0,0,1,7,18.0,57,2,5,0,0,1
20,1,8,11,1,0,3,616,0,1,0.4,0.8,1,0,0,77.65,83,2,13,1,1,1
1,1,2,1,0,0,2,842,0,0,0.0,1.0,0,1,7,18.0,57,2,5,0,0,1
1,1,2,1,0,0,2,842,0,0,0.0,1.0,0,1,7,18.0,57,2,5,0,0,1
156,5,16,26,2,1,20,7157,1,1,0.75,0.7115384615384616,0,10,35,44.95364238410596,351,23,33,8,0,1
3,1,8,29,1,1,7,73,0,0,0.2,0.0,1,0,1,1.0,48,1,18,8,0,1
350,2,13,173,5,1,8,5692,0,1,0.6307692307692307,0.40285714285714286,1,0,81,44.502873563218394,951,120,170,13,0,1
350,2,13,173,10,1,8,5692,0,1,0.6307692307692307,0.40285714285714286,1,0,81,44.502873563218394,951,120,175,13,0,1
350,2,13,173,10,1,8,5692,0,1,0.6307692307692307,0.40285714285714286,1,0,81,44.502873563218394,951,120,175,13,0,1
350,2,13,173,5,1,8,5692,0,1,0.6307692307692307,0.40285714285714286,1,0,81,44.502873563218394,951,120,169,13,0,1
350,2,13,173,6,1,8,5692,0,1,0.6307692307692307,0.40285714285714286,1,0,81,44.502873563218394,951,120,171,13,0,1
350,2,13,173,13,1,8,5692,0,1,0.6307692307692307,0.40285714285714286,1,0,81,44.502873563218394,951,120,176,13,0,1
7,0,0,7,0,0,12,1322,0,1,0.5714285714285714,0.5714285714285714,0,0,13,31.142857142857142,105,5,12,11,7,1
26,2,5,43,0,0,4,1182,0,1,1.0,0.9615384615384616,0,1,3,37.11538461538461,38,2,38,11,11,1
20,1,3,13,0,1,17,939,0,1,0.8333333333333334,0.1,1,1,21,21.35,108,5,10,12,12,1
0,0,5,4,0,0,3,398,1,0,1.0,0.0,0,0,2,0.0,11,4,3,2,0,1
0,0,5,4,0,0,3,398,1,0,1.0,0.0,0,0,2,0.0,11,4,3,2,0,1
0,0,5,4,0,0,3,398,1,0,1.0,0.0,0,0,2,0.0,11,4,3,2,0,1
0,0,5,4,0,0,3,398,1,0,1.0,0.0,0,0,2,0.0,11,4,3,2,0,1
3,1,2,9,0,1,6,74,1,0,0.0,0.0,0,2,0,43.5,8,4,17,3,1,1
3,1,2,9,0,1,6,74,1,0,0.0,0.0,0,2,0,43.5,8,4,17,3,1,1
0,0,5,4,0,0,3,398,1,0,1.0,0.0,0,0,2,0.0,11,4,3,2,0,1
35,0,0,24,1,1,19,4928,0,1,0.0,0.9428571428571428,1,6,163,49.51428571428571,442,10,10,2,0,1
28,3,9,2,0,1,7,1250,1,1,0.0,1.0,1,0,16,34.0,104,2,2,1,0,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,1,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,79,2,13,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,1,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,13,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
30,3,9,1,0,1,7,1261,1,0,0.0,0.0,1,0,17,12.733333333333333,111,2,2,1,0,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,1,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,79,2,13,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,1,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,13,1,1,1
0,6,18,9,0,1,39,1234,1,0,1.0,0.0,1,1,3,0.0,102,3,10,1,0,1
9,2,13,13,0,1,18,1726,0,1,0.8333333333333334,0.2222222222222222,1,1,4,26.555555555555557,150,7,24,12,12,1
0,1,5,5,3,0,3,145,1,0,0.8,0.0,0,0,2,0.0,18,1,14,3,2,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,11,1,1,1
18,1,8,11,1,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,79,2,13,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,1,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,13,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,0,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,77,2,11,1,1,1
18,1,8,11,1,0,3,509,0,1,0.4,0.7777777777777778,1,0,0,67.22222222222223,78,2,13,1,1,1
12,1,2,1,1,1,8,981,1,0,0.0,0.0,1,0,18,48.083333333333336,45,5,6,11,10,1
0,1,2,6,0,0,5,252,1,0,0.0,0.0,1,0,0,0.0,25,2,1,2,0,1
12,1,2,1,1,1,8,981,1,0,0.0,0.0,1,0,18,48.083333333333336,45,5,6,11,10,1
6,0,0,12,0,1,15,15654,0,1,0.5,0.8333333333333334,1,0,19,24.333333333333332,171,4,42,12,3,1
62,0,0,21,4,0,4,1968,0,0,1.0,0.12903225806451613,1,0,6,22.983870967741936,171,48,8,2,0,1
1,0,0,0,0,0,11,190,0,0,0.0,0.0,1,1,0,25.0,10,2,5,1,0,1
41,2,248,14,3,1,8,829,1,1,1.0,0.6829268292682927,0,1,13,41.07142857142857,123,24,284,3,2,1
63,1,10,4,0,1,8,1264,1,1,0.0,0.09523809523809523,1,0,13,11.892857142857142,154,10,17,2,1,1
7,0,0,7,0,0,12,1643,0,1,0.5714285714285714,0.5714285714285714,0,0,15,26.428571428571427,105,5,12,11,7,1
63,1,10,4,0,1,8,1264,1,1,0.0,0.09523809523809523,1,0,13,11.892857142857142,154,10,17,2,1,1
27,0,2,7,0,0,4,743,0,1,0.25,0.2222222222222222,1,0,25,27.77777777777778,144,29,65,4,1,1
0,0,2,7,0,1,3,266,1,0,0.0,0.0,1,0,3,0.0,68,18,59,1,0,1
8,4,25,9,0,1,7,173,1,1,1.0,1.0,0,0,0,33.875,9,6,9,1,0,1
89,0,0,10,1,0,10,3254,0,1,1.0,0.7640449438202247,1,0,53,46.56521739130435,56,7,8,1,1,1
7,1,3,25,0,1,27,760,1,1,0.0,0.8571428571428571,1,0,4,33.166666666666664,83,2,18,0,0,1
0,0,2,7,0,1,3,273,1,0,0.0,0.0,1,0,2,0.0,69,19,60,1,0,1
10,0,0,4,0,1,11,110,0,1,1.0,1.0,0,1,1,27.0,31,0,1,3,3,1
10,0,0,4,0,1,11,110,0,1,1.0,1.0,0,1,1,27.0,31,0,1,3,3,1
3,0,0,0,0,0,3,615,0,1,0.0,0.6666666666666666,1,0,3,38.333333333333336,0,1,33,0,0,1
2,0,0,8,1,0,11,18,0,1,0.75,1.0,0,0,1,33.0,18,0,1,3,3,1
2,0,0,8,1,0,11,18,0,1,0.75,1.0,0,0,1,33.0,18,0,1,3,3,1
7,1,3,25,0,1,27,760,1,1,0.0,0.8571428571428571,1,0,4,33.166666666666664,83,2,18,0,0,1
0,1,2,15,0,1,4,333,1,0,1.0,0.0,0,1,0,0.0,6,1,2,3,3,1
0,0,2,7,0,1,3,273,1,0,0.0,0.0,1,0,2,0.0,69,19,60,1,0,1
0,1,7,12,3,0,5,74,0,0,0.4444444444444444,0.0,0,0,0,0.0,43,1,10,2,1,1
0,1,7,12,3,0,5,74,0,0,0.4444444444444444,0.0,0,0,0,0.0,44,0,9,2,1,1
6,2,2,11,0,0,11,143,0,1,0.8571428571428571,0.16666666666666666,1,0,0,21.25,102,3,69,12,12,1
10,2,3,0,0,0,5,1211,1,0,0.0,0.0,1,0,2,5.9,32,8,8,0,0,1
10,2,3,0,0,0,5,1211,1,0,0.0,0.0,1,0,2,5.9,32,8,8,0,0,1
10,2,3,0,0,0,5,1211,1,0,0.0,0.0,1,0,2,5.9,32,8,8,0,0,1
6,1,3,5,0,0,22,1756,0,0,0.6666666666666666,0.0,1,0,14,9.5,362,102,12,2,0,1
27,0,2,7,0,0,4,741,0,1,0.25,0.2222222222222222,1,0,25,27.666666666666668,144,29,65,4,1,1
1,0,0,4,0,1,2,551,0,0,0.3333333333333333,0.0,1,0,12,8.0,8,1,0,3,1,1
